connector,connector_version,provider_family,model,requested_model,response_model,sample_kind,sample_index,reasoning_requested,reasoning_effective,structured_output_mode,provider_terminal_status,http_status,process_exit_code,finish_reason,assistant_output_bytes,assistant_output_sha256,dialect,current_parser_outcome,current_parser_error,transport_anomaly,extraction_anomaly,repeat_candidate,selection_source,exact_overlap_identity_if_any,run_relative_path
opencode,1.18.18,opencode-go,opencode-go/muse-spark-1.2-contributor,opencode-go/muse-spark-1.2-contributor,,baseline,1,xhigh,,NONE,PROVIDER_TERMINAL_ERROR,,1,,,,EMPTY,NOT_ATTEMPTED_NO_ASSISTANT_OUTPUT,,,OPENCODE_ASSISTANT_OUTPUT_MISSING,,,,opencode-go-muse-spark-1.2-contributor/xhigh/run-001
opencode,1.18.18,opencode-go,opencode-go/muse-spark-1.3-contributor,opencode-go/muse-spark-1.3-contributor,,baseline,1,minimal,,NONE,PROVIDER_TERMINAL_ERROR,,1,,,,EMPTY,NOT_ATTEMPTED_NO_ASSISTANT_OUTPUT,,,OPENCODE_ASSISTANT_OUTPUT_MISSING,,,,opencode-go-muse-spark-1.3-contributor/minimal/run-001
opencode,1.18.18,opencode-go,opencode-go/muse-spark-1.3-contributor,opencode-go/muse-spark-1.3-contributor,,baseline,1,xhigh,,NONE,PROVIDER_TERMINAL_ERROR,,1,,,,EMPTY,NOT_ATTEMPTED_NO_ASSISTANT_OUTPUT,,,OPENCODE_ASSISTANT_OUTPUT_MISSING,,,,opencode-go-muse-spark-1.3-contributor/xhigh/run-001
opencode,1.18.18,opencode-go,opencode-go/omen-alpha,opencode-go/omen-alpha,,baseline,1,high,,NONE,PROVIDER_TERMINAL_SUCCESS,,0,,15787,6f3bc862806178b33fa94a1e6ae2bce6655c0c67ce056f5678a4d5f0949b8858,TRUNCATED,FAIL,PM_DECISION_PARSE_FAILED,,,,,,opencode-go-omen-alpha/high/run-001
opencode,1.18.18,opencode-go,opencode-go/omen-alpha,opencode-go/omen-alpha,,repeat,1,high,,NONE,PROVIDER_TERMINAL_SUCCESS,,0,,18370,8816461315a7e9a9bf530880730a93ab5b53cf442e238f0e906acfa83e79189a,MALFORMED_JSON,FAIL,PM_DECISION_PARSE_FAILED,,,,,,opencode-go-omen-alpha/high/run-002
opencode,1.18.18,opencode-go,opencode-go/omen-alpha,opencode-go/omen-alpha,,repeat,1,high,,NONE,PROVIDER_TERMINAL_SUCCESS,,0,,15472,441ea499f78b160ac6375f650d4f4d88a54b52ff2ed6c92994215fb71db0c2b2,RAW_CANONICAL_JSON,PASS,,,,,,,opencode-go-omen-alpha/high/run-003
opencode,1.18.18,opencode-go,opencode-go/omen-alpha,opencode-go/omen-alpha,,baseline,1,low,,NONE,PROVIDER_TERMINAL_SUCCESS,,0,,14958,85b56fee1976cc4d3c1f87d34757a40a108d75a5608b96ea91dd107f1915e7f4,MALFORMED_JSON,FAIL,PM_DECISION_PARSE_FAILED,,,,,,opencode-go-omen-alpha/low/run-001
opencode,1.18.18,opencode-go,opencode-go/omen-alpha,opencode-go/omen-alpha,,repeat,1,low,,NONE,PROVIDER_TERMINAL_SUCCESS,,0,,14033,0890f95540d03eadbfc1b3c2d1bbe94c901505d4838aa266d148a594d426d108,TRUNCATED,FAIL,PM_DECISION_PARSE_FAILED,,,,,,opencode-go-omen-alpha/low/run-002
opencode,1.18.18,opencode-go,opencode-go/omen-alpha,opencode-go/omen-alpha,,repeat,1,low,,NONE,PROVIDER_TERMINAL_SUCCESS,,0,,16792,53b607f4a8272766ab71965d8697107aecb15318c912373e25ceca99ab6e94a6,RAW_CANONICAL_JSON,PASS,,,,,,,opencode-go-omen-alpha/low/run-003
opencode,1.18.18,opencode-go,opencode-go/qwen3.6-plus,opencode-go/qwen3.6-plus,,baseline,1,default,,NONE,PROVIDER_TERMINAL_SUCCESS,,0,,17007,03433e9d0314ab0c525267aba2ecaae40da0992a4e5114371b77260b9e29e155,FENCED_JSON,PASS,,,,,,,opencode-go-qwen3.6-plus/default/run-001
opencode,1.18.18,opencode-go,opencode-go/qwen3.6-plus,opencode-go/qwen3.6-plus,,repeat,1,default,,NONE,PROVIDER_TERMINAL_SUCCESS,,0,,13987,82eea4c5e2af08b9abdcca38911051307bf91c59f992037c1d545fa58f20f1cd,FENCED_JSON,PASS,,,,,,,opencode-go-qwen3.6-plus/default/run-002
opencode,1.18.18,opencode-go,opencode-go/qwen3.6-plus,opencode-go/qwen3.6-plus,,repeat,1,default,,NONE,PROVIDER_TERMINAL_SUCCESS,,0,,14759,fc8fc0aeacdcf39f0c05360e9f713f4dc3b50f426b4ad482d3f6f4dab6ec14c8,FENCED_JSON,PASS,,,,,,,opencode-go-qwen3.6-plus/default/run-003
opencode,1.18.18,opencode-go,opencode-go/qwen3.7-max,opencode-go/qwen3.7-max,,baseline,1,default,,NONE,PROVIDER_TERMINAL_SUCCESS,,0,,517,c97c69e131baaf62d8f260f60bf80d723f986e4ef5dfc76a8d25db9c56712f4c,UNKNOWN,FAIL,PM_DECISION_PARSE_FAILED,,,,,,opencode-go-qwen3.7-max/default/run-001
opencode,1.18.18,opencode-go,opencode-go/qwen3.7-max,opencode-go/qwen3.7-max,,repeat,1,default,,NONE,PROVIDER_TERMINAL_SUCCESS,,0,,20688,8b63181941f9a2732b174ab279123a684658b89a1f9404129c620c934f86e4f8,RAW_CANONICAL_JSON,PASS,,,,,,,opencode-go-qwen3.7-max/default/run-002
opencode,1.18.18,opencode-go,opencode-go/qwen3.7-max,opencode-go/qwen3.7-max,,repeat,1,default,,NONE,PROVIDER_TERMINAL_SUCCESS,,0,,16165,e84de6290ae79cb4a24dee345d11a5f78f5d604cfed09b5f6bdd7eaadcab15eb,RAW_CANONICAL_JSON,PASS,,,,,,,opencode-go-qwen3.7-max/default/run-003
opencode,1.18.18,opencode-go,opencode-go/qwen3.7-plus,opencode-go/qwen3.7-plus,,baseline,1,default,,NONE,PROVIDER_TERMINAL_SUCCESS,,0,,15809,72edd416f0ea34a04a4030a46140712390ce6421ba4be3b2dd87825fff03bb82,RAW_CANONICAL_JSON,PASS,,,,,,,opencode-go-qwen3.7-plus/default/run-001
opencode,1.18.18,opencode-go,opencode-go/qwen3.8-flash,opencode-go/qwen3.8-flash,,baseline,1,low,,NONE,PROVIDER_TERMINAL_SUCCESS,,0,,19490,af74433073c904a6cc5b177b3d26c31e18bfa5bb34f8a20e698e92ec0554bac1,RAW_CANONICAL_JSON,PASS,,,,,,,opencode-go-qwen3.8-flash/low/run-001
opencode,1.18.18,opencode-go,opencode-go/qwen3.8-flash,opencode-go/qwen3.8-flash,,baseline,1,xhigh,,NONE,PROVIDER_TERMINAL_SUCCESS,,0,,13131,7b12975dd2d6563299ed3869b7aa074a00388a41d20dceda941c73ee4fb8264a,RAW_CANONICAL_JSON,PASS,,,,,,,opencode-go-qwen3.8-flash/xhigh/run-001
opencode,1.18.18,opencode-go,opencode-go/qwen3.8-max,opencode-go/qwen3.8-max,,baseline,1,low,,NONE,PROVIDER_TERMINAL_SUCCESS,,0,,20412,37339f491e0cc6f7ab1902f14285b90cccf338f87f0f086217215797559c0a4c,RAW_CANONICAL_JSON,PASS,,,,,,,opencode-go-qwen3.8-max/low/run-001
opencode,1.18.18,opencode-go,opencode-go/qwen3.8-max,opencode-go/qwen3.8-max,,baseline,1,xhigh,,NONE,PROVIDER_TERMINAL_SUCCESS,,0,,20645,506e18971983eadf167651f38e03e4628e837d391fa158c9a2dd4912312675a3,RAW_CANONICAL_JSON,PASS,,,,,,,opencode-go-qwen3.8-max/xhigh/run-001
api/openrouter,"p11-api-backend (api product, openai-chat protocol)",anthropic,anthropic/claude-fable-5.1,anthropic/claude-fable-5.1,,baseline,1,high,,NONE,ERROR,402,,,,,EMPTY,FAIL,API_BILLING_FAILED,,API_BILLING_FAILED,true,CORE_VENDOR,,anthropic-claude-fable-5.1/high/run-001
api/openrouter,"p11-api-backend (api product, openai-chat protocol)",anthropic,anthropic/claude-fable-5.1,anthropic/claude-fable-5.1,,baseline,1,low,,NONE,ERROR,402,,,,,EMPTY,FAIL,API_BILLING_FAILED,,API_BILLING_FAILED,true,CORE_VENDOR,,anthropic-claude-fable-5.1/low/run-001
api/openrouter,"p11-api-backend (api product, openai-chat protocol)",anthropic,anthropic/claude-haiku-4.5,anthropic/claude-haiku-4.5,anthropic/claude-haiku-4.5,baseline,1,high,,NONE,SUCCESS,200,,stop,19171,71f71e4f9c10add5aeffa5ac4734a19ae0a85221ebff324befe146d2881a36dc,FENCED_JSON,PASS,,,,true,CORE_VENDOR,,anthropic-claude-haiku-4.5/high/run-001
api/openrouter,"p11-api-backend (api product, openai-chat protocol)",anthropic,anthropic/claude-haiku-4.5,anthropic/claude-haiku-4.5,anthropic/claude-haiku-4.5,repeat,1,high,,NONE,SUCCESS,200,,stop,19341,1650a7abe80b1da92a4f17ad55c034a57dc5323cb7083ea44c845a881f65ebcd,FENCED_JSON,PASS,,,,true,CORE_VENDOR,,anthropic-claude-haiku-4.5/high/run-002
api/openrouter,"p11-api-backend (api product, openai-chat protocol)",anthropic,anthropic/claude-haiku-4.5,anthropic/claude-haiku-4.5,anthropic/claude-haiku-4.5,repeat,1,high,,NONE,SUCCESS,200,,stop,21175,c39b3f216ab2eb865eb183a401fcd75f0d8b574f395eecf852ccb0e2ee2920e2,FENCED_JSON,PASS,,,,true,CORE_VENDOR,,anthropic-claude-haiku-4.5/high/run-003
api/openrouter,"p11-api-backend (api product, openai-chat protocol)",anthropic,anthropic/claude-haiku-4.5,anthropic/claude-haiku-4.5,anthropic/claude-haiku-4.5,baseline,1,low,,NONE,SUCCESS,200,,stop,18710,a1aa330f9a43731d343ab1c69b380815d43a4ed90f98d91956a8576ab151a5dc,FENCED_JSON,PASS,,,,true,CORE_VENDOR,,anthropic-claude-haiku-4.5/low/run-001
api/openrouter,"p11-api-backend (api product, openai-chat protocol)",anthropic,anthropic/claude-haiku-4.5,anthropic/claude-haiku-4.5,anthropic/claude-haiku-4.5,repeat,1,low,,NONE,SUCCESS,200,,stop,19898,f113d63a617c881a9a9c8b4045d2d1326b2420afeadf7ad23716608e209acc41,FENCED_JSON,PASS,,,,true,CORE_VENDOR,,anthropic-claude-haiku-4.5/low/run-002
api/openrouter,"p11-api-backend (api product, openai-chat protocol)",anthropic,anthropic/claude-haiku-4.5,anthropic/claude-haiku-4.5,anthropic/claude-haiku-4.5,repeat,1,low,,NONE,SUCCESS,200,,stop,21334,be01efebab86099eb52bff7bcb7f8b32a48f933046ac3e38ef811e7c63758a8d,FENCED_JSON,PASS,,,,true,CORE_VENDOR,,anthropic-claude-haiku-4.5/low/run-003
api/openrouter,"p11-api-backend (api product, openai-chat protocol)",anthropic,anthropic/claude-opus-5,anthropic/claude-opus-5,anthropic/claude-opus-5,baseline,1,high,,NONE,ERROR,200,,content_filter,,,EMPTY,FAIL,API_EMPTY_RESPONSE,,API_EMPTY_RESPONSE,true,CORE_VENDOR,,anthropic-claude-opus-5/high/run-001
api/openrouter,"p11-api-backend (api product, openai-chat protocol)",anthropic,anthropic/claude-opus-5,anthropic/claude-opus-5,,repeat,1,high,,NONE,ERROR,402,,,,,EMPTY,FAIL,API_BILLING_FAILED,,API_BILLING_FAILED,true,CORE_VENDOR,,anthropic-claude-opus-5/high/run-002
api/openrouter,"p11-api-backend (api product, openai-chat protocol)",anthropic,anthropic/claude-opus-5,anthropic/claude-opus-5,,repeat,1,high,,NONE,ERROR,402,,,,,EMPTY,FAIL,API_BILLING_FAILED,,API_BILLING_FAILED,true,CORE_VENDOR,,anthropic-claude-opus-5/high/run-003
api/openrouter,"p11-api-backend (api product, openai-chat protocol)",anthropic,anthropic/claude-opus-5,anthropic/claude-opus-5,anthropic/claude-opus-5,baseline,1,low,,NONE,ERROR,200,,content_filter,,,EMPTY,FAIL,API_EMPTY_RESPONSE,,API_EMPTY_RESPONSE,true,CORE_VENDOR,,anthropic-claude-opus-5/low/run-001
api/openrouter,"p11-api-backend (api product, openai-chat protocol)",anthropic,anthropic/claude-opus-5,anthropic/claude-opus-5,,repeat,1,low,,NONE,ERROR,402,,,,,EMPTY,FAIL,API_BILLING_FAILED,,API_BILLING_FAILED,true,CORE_VENDOR,,anthropic-claude-opus-5/low/run-002
api/openrouter,"p11-api-backend (api product, openai-chat protocol)",anthropic,anthropic/claude-opus-5,anthropic/claude-opus-5,,repeat,1,low,,NONE,ERROR,402,,,,,EMPTY,FAIL,API_BILLING_FAILED,,API_BILLING_FAILED,true,CORE_VENDOR,,anthropic-claude-opus-5/low/run-003
api/openrouter,"p11-api-backend (api product, openai-chat protocol)",anthropic,anthropic/claude-sonnet-5,anthropic/claude-sonnet-5,anthropic/claude-sonnet-5,baseline,1,high,,NONE,SUCCESS,200,,stop,15711,7d42bed0d265e2b4fb12039a028dcfaef665ff9fbb519c6ac55b8a98c12e5ac1,RAW_CANONICAL_JSON,PASS,,,,false,CORE_VENDOR,,anthropic-claude-sonnet-5/high/run-001
api/openrouter,"p11-api-backend (api product, openai-chat protocol)",anthropic,anthropic/claude-sonnet-5,anthropic/claude-sonnet-5,anthropic/claude-sonnet-5,baseline,1,low,,NONE,SUCCESS,200,,stop,14635,7de7bd2274823b9c74d3a0d7f24bcb1e75d1bc097520467b3962f3aee18bc28c,RAW_CANONICAL_JSON,PASS,,,,false,CORE_VENDOR,,anthropic-claude-sonnet-5/low/run-001
api/openrouter,"p11-api-backend (api product, openai-chat protocol)",google,google/gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,baseline,1,high,,NONE,SUCCESS,200,,stop,17438,847cf2f21e718ab06373cb26070231e150cc85bc162a072e2a22da91a75d9a40,RAW_CANONICAL_JSON,PASS,,,,false,CORE_VENDOR,,google-gemini-3.1-pro-preview/high/run-001
api/openrouter,"p11-api-backend (api product, openai-chat protocol)",google,google/gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,baseline,1,low,,NONE,SUCCESS,200,,stop,16696,65495181c52aad9ff94722c5070d9b1bd732b8655a3345c6e8ee04efb273bf56,RAW_CANONICAL_JSON,PASS,,,,false,CORE_VENDOR,,google-gemini-3.1-pro-preview/low/run-001
api/openrouter,"p11-api-backend (api product, openai-chat protocol)",google,google/gemini-3.5-flash-lite,google/gemini-3.5-flash-lite,google/gemini-3.5-flash-lite,baseline,1,high,,NONE,SUCCESS,200,,stop,16500,0cc54b6fef1861af6b6ee8afb9865bb5ba68456d9454d6d622b7d78ec629727b,RAW_CANONICAL_JSON,PASS,,,,false,CORE_VENDOR,,google-gemini-3.5-flash-lite/high/run-001
api/openrouter,"p11-api-backend (api product, openai-chat protocol)",google,google/gemini-3.5-flash-lite,google/gemini-3.5-flash-lite,google/gemini-3.5-flash-lite,baseline,1,low,,NONE,SUCCESS,200,,stop,12483,4adf86b6ef75a0fa0bb54c401eac46117d4b2ca7808cd31384508d7209106e6d,RAW_CANONICAL_JSON,PASS,,,,false,CORE_VENDOR,,google-gemini-3.5-flash-lite/low/run-001
api/openrouter,"p11-api-backend (api product, openai-chat protocol)",google,google/gemini-3.8-flash,google/gemini-3.8-flash,google/gemini-3.8-flash,baseline,1,high,,NONE,SUCCESS,200,,stop,18837,ea64817b852f897904f40fc0d856c381351f1f906d1aa855fba9ec1c7131fa49,RAW_CANONICAL_JSON,PASS,,,,false,CORE_VENDOR,,google-gemini-3.8-flash/high/run-001
api/openrouter,"p11-api-backend (api product, openai-chat protocol)",google,google/gemini-3.8-flash,google/gemini-3.8-flash,google/gemini-3.8-flash,baseline,1,low,,NONE,SUCCESS,200,,stop,18386,07aea17ead3bea0812ca8f562cf92676dcc9622ad2fe30baec0a0d40c5a284dc,RAW_CANONICAL_JSON,PASS,,,,false,CORE_VENDOR,,google-gemini-3.8-flash/low/run-001
api/openrouter,"p11-api-backend (api product, openai-chat protocol)",google,google/gemma-4-31b-it,google/gemma-4-31b-it,google/gemma-4-31b-it,baseline,1,high,,NONE,SUCCESS,200,,length,12866,6f0208e487b5ad3044c7559c193a0583f72b8e7b05e0b505f80e99c35f8c7f34,TRUNCATED,FAIL,PM_DECISION_PARSE_FAILED,,,true,CORE_VENDOR,,google-gemma-4-31b-it/high/run-001
api/openrouter,"p11-api-backend (api product, openai-chat protocol)",google,google/gemma-4-31b-it,google/gemma-4-31b-it,google/gemma-4-31b-it,repeat,1,high,,NONE,SUCCESS,200,,stop,14226,50d46b91f6e7ff1752405a91c7b2cf60d43643b7deaf70bb89376e8089b3c105,RAW_CANONICAL_JSON,PASS,,,,false,CORE_VENDOR,,google-gemma-4-31b-it/high/run-002
api/openrouter,"p11-api-backend (api product, openai-chat protocol)",google,google/gemma-4-31b-it,google/gemma-4-31b-it,google/gemma-4-31b-it,repeat,1,high,,NONE,SUCCESS,200,,stop,14815,d7af32274d767cf1266b9e5072993dff96dbd3141a59a33a3f1219ce09785c61,RAW_CANONICAL_JSON,PASS,,,,false,CORE_VENDOR,,google-gemma-4-31b-it/high/run-003
api/openrouter,"p11-api-backend (api product, openai-chat protocol)",google,google/gemma-4-31b-it,google/gemma-4-31b-it,google/gemma-4-31b-it,baseline,1,low,,NONE,SUCCESS,200,,stop,15525,e7f510c29f9d5f88d7972b94333c08951e6085bd282130dc9fc02039ed8edd76,RAW_CANONICAL_JSON,PASS,,,,false,CORE_VENDOR,,google-gemma-4-31b-it/low/run-001
api/openrouter,"p11-api-backend (api product, openai-chat protocol)",openai,openai/gpt-5.3-codex,openai/gpt-5.3-codex,openai/gpt-5.3-codex,baseline,1,high,,NONE,SUCCESS,200,,stop,17193,1eb299d702b1bfdc3d1d82ac248ded7c181afb629e3b56140bb93b610bf83777,RAW_CANONICAL_JSON,PASS,,,,false,CORE_VENDOR,,openai-gpt-5.3-codex/high/run-001
api/openrouter,"p11-api-backend (api product, openai-chat protocol)",openai,openai/gpt-5.3-codex,openai/gpt-5.3-codex,openai/gpt-5.3-codex,baseline,1,low,,NONE,SUCCESS,200,,stop,15319,6d425b8bf1428260f1fae14e07b894d7a2108974be039aadd587cd75d754e594,RAW_CANONICAL_JSON,PASS,,,,false,CORE_VENDOR,,openai-gpt-5.3-codex/low/run-001
api/openrouter,"p11-api-backend (api product, openai-chat protocol)",openai,openai/gpt-5.4-mini,openai/gpt-5.4-mini,openai/gpt-5.4-mini,baseline,1,high,,NONE,SUCCESS,200,,stop,15916,b4e1ec3cc5f585d38e5f88bc453e71c8344b971ad9d261a19bb6f18e7bbc9166,RAW_CANONICAL_JSON,PASS,,,,false,CORE_VENDOR,,openai-gpt-5.4-mini/high/run-001
api/openrouter,"p11-api-backend (api product, openai-chat protocol)",openai,openai/gpt-5.4-mini,openai/gpt-5.4-mini,openai/gpt-5.4-mini,baseline,1,low,,NONE,SUCCESS,200,,stop,10849,403343c7511686d112106fd3bfe3f78fb3080a9219476d6632d26199b0bcbbd4,RAW_CANONICAL_JSON,PASS,,,,false,CORE_VENDOR,,openai-gpt-5.4-mini/low/run-001
api/openrouter,"p11-api-backend (api product, openai-chat protocol)",openai,openai/gpt-5.5,openai/gpt-5.5,openai/gpt-5.5,baseline,1,high,,NONE,SUCCESS,200,,stop,17294,a55c3d0386d55862a12beb56ec869939240622c5d444e5c2e6b7d6cd1a78b7c1,RAW_CANONICAL_JSON,PASS,,,,false,CORE_VENDOR,,openai-gpt-5.5/high/run-001
api/openrouter,"p11-api-backend (api product, openai-chat protocol)",openai,openai/gpt-5.5,openai/gpt-5.5,openai/gpt-5.5,baseline,1,low,,NONE,SUCCESS,200,,stop,16144,6b970a174257e38900d8445646b3dbc5dae863b441d85270194ab157121f9eef,RAW_CANONICAL_JSON,PASS,,,,false,CORE_VENDOR,,openai-gpt-5.5/low/run-001
api/openrouter,"p11-api-backend (api product, openai-chat protocol)",openai,openai/gpt-5.6-luna,openai/gpt-5.6-luna,openai/gpt-5.6-luna,baseline,1,high,,NONE,SUCCESS,200,,stop,15846,3db8c3eb50eef7143c8166994208c13c79e802de9945a53a2c5007fe978968b0,RAW_CANONICAL_JSON,PASS,,,,false,CORE_VENDOR,,openai-gpt-5.6-luna/high/run-001
api/openrouter,"p11-api-backend (api product, openai-chat protocol)",openai,openai/gpt-5.6-luna,openai/gpt-5.6-luna,openai/gpt-5.6-luna,baseline,1,low,,NONE,SUCCESS,200,,stop,11038,868b3fd3bef21752e02c257aeb21865df44a1bbc324541a751683843220d6452,RAW_CANONICAL_JSON,PASS,,,,false,CORE_VENDOR,,openai-gpt-5.6-luna/low/run-001
api/openrouter,"p11-api-backend (api product, openai-chat protocol)",openai,openai/gpt-5.6-sol,openai/gpt-5.6-sol,openai/gpt-5.6-sol,baseline,1,high,,NONE,SUCCESS,200,,stop,19173,99cf948910839b7e84b133249c4a3f7c5466d29d5324441973716047d81d2b9b,RAW_CANONICAL_JSON,PASS,,,,false,CORE_VENDOR,,openai-gpt-5.6-sol/high/run-001
api/openrouter,"p11-api-backend (api product, openai-chat protocol)",openai,openai/gpt-5.6-sol,openai/gpt-5.6-sol,openai/gpt-5.6-sol,baseline,1,low,,NONE,SUCCESS,200,,stop,17487,be07a9bf0fdcce325b4430f001f7642351583b5b4717260af685b32cf11fdf84,RAW_CANONICAL_JSON,PASS,,,,false,CORE_VENDOR,,openai-gpt-5.6-sol/low/run-001
api/openrouter,"p11-api-backend (api product, openai-chat protocol)",openai,openai/gpt-5.6-terra,openai/gpt-5.6-terra,openai/gpt-5.6-terra,baseline,1,high,,NONE,SUCCESS,200,,stop,16282,6ca5dc4c2b0bd56acc26557eb4413c3449efe0b5c60693868dc021836349722a,RAW_CANONICAL_JSON,PASS,,,,false,CORE_VENDOR,,openai-gpt-5.6-terra/high/run-001
api/openrouter,"p11-api-backend (api product, openai-chat protocol)",openai,openai/gpt-5.6-terra,openai/gpt-5.6-terra,openai/gpt-5.6-terra,baseline,1,low,,NONE,SUCCESS,200,,stop,16134,be0ae9137b4bc84a371549b5e60da78a211b16a4a3b68d3c0fddad94fff2c4bc,RAW_CANONICAL_JSON,PASS,,,,false,CORE_VENDOR,,openai-gpt-5.6-terra/low/run-001
api/openrouter,"p11-api-backend (api product, openai-chat protocol)",openai,openai/gpt-6-astra,openai/gpt-6-astra,openai/gpt-6-astra,baseline,1,high,,NONE,SUCCESS,200,,stop,20470,3e6a29222ec2bedf15e18de81fafd24759246be3ed426d6f4c73f64c00d7765b,RAW_CANONICAL_JSON,PASS,,,,false,CORE_VENDOR,,openai-gpt-6-astra/high/run-001
api/openrouter,"p11-api-backend (api product, openai-chat protocol)",openai,openai/gpt-6-astra,openai/gpt-6-astra,openai/gpt-6-astra,baseline,1,low,,NONE,SUCCESS,200,,stop,19803,93c2dee6cbf95c7bf8833caaf53d6169dc55ee5ecf536a9425754b60519f7d4e,RAW_CANONICAL_JSON,PASS,,,,false,CORE_VENDOR,,openai-gpt-6-astra/low/run-001
api/openrouter,"p11-api-backend (api product, openai-chat protocol)",openai,openai/gpt-6-astra-pro,openai/gpt-6-astra-pro,openai/gpt-6-astra-pro,baseline,1,high,,NONE,SUCCESS,200,,stop,21231,32a66336d03824704c597e7cd435a83d28a78c9df9c5bcf94fbb6dd3b78e2a26,RAW_CANONICAL_JSON,PASS,,,,false,CORE_VENDOR,,openai-gpt-6-astra-pro/high/run-001
api/openrouter,"p11-api-backend (api product, openai-chat protocol)",openai,openai/gpt-6-astra-pro,openai/gpt-6-astra-pro,openai/gpt-6-astra-pro,baseline,1,low,,NONE,SUCCESS,200,,stop,19080,abe621a9e7012dee631a4266b86e07891d06647d560593a8e11bb2d275c5e93d,RAW_CANONICAL_JSON,PASS,,,,false,CORE_VENDOR,,openai-gpt-6-astra-pro/low/run-001
api/openrouter,"p11-api-backend (api product, openai-chat protocol)",openai,openai/gpt-oss-120b,openai/gpt-oss-120b,openai/gpt-oss-120b,baseline,1,high,,NONE,SUCCESS,200,,stop,17150,2702040854ea8a407d0561885f1690bbb712141c6f0c38a96d33bb90fcc8f82a,RAW_CANONICAL_JSON,PASS,,,,false,CORE_VENDOR,,openai-gpt-oss-120b/high/run-001
api/openrouter,"p11-api-backend (api product, openai-chat protocol)",openai,openai/gpt-oss-120b,openai/gpt-oss-120b,openai/gpt-oss-120b,baseline,1,low,,NONE,SUCCESS,200,,stop,14738,1c7b0ec8471378120f8c57f8ec7edb64cc78d904b939b8f9d2f2c726b2aab353,MALFORMED_JSON,FAIL,PM_DECISION_PARSE_FAILED,,,true,CORE_VENDOR,,openai-gpt-oss-120b/low/run-001
api/openrouter,"p11-api-backend (api product, openai-chat protocol)",openai,openai/gpt-oss-120b,openai/gpt-oss-120b,openai/gpt-oss-120b,repeat,1,low,,NONE,SUCCESS,200,,stop,12424,5f198ee607aaeadb9fd4188c7b71a83ae54fc22b5b32c38da024b7f44e4d5f9a,RAW_CANONICAL_JSON,PASS,,,,false,CORE_VENDOR,,openai-gpt-oss-120b/low/run-002
api/openrouter,"p11-api-backend (api product, openai-chat protocol)",openai,openai/gpt-oss-120b,openai/gpt-oss-120b,openai/gpt-oss-120b,repeat,1,low,,NONE,SUCCESS,200,,stop,13209,e187a0852daf818ec463fa1c09f808f125e49ebdd9f9c4a83e415ecae7b004e1,RAW_CANONICAL_JSON,PASS,,,,false,CORE_VENDOR,,openai-gpt-oss-120b/low/run-003
api/openrouter,"p11-api-backend (api product, openai-chat protocol)",z-ai,z-ai/glm-5.3,z-ai/glm-5.3,z-ai/glm-5.3,baseline,1,high,,NONE,SUCCESS,200,,stop,20340,f54011b11a27225d7424381b32500688ca42225807083dff007d7d357569d433,RAW_CANONICAL_JSON,PASS,,,,false,CORE_VENDOR,,z-ai-glm-5.3/high/run-001
api/openrouter,"p11-api-backend (api product, openai-chat protocol)",z-ai,z-ai/glm-5.3,z-ai/glm-5.3,z-ai/glm-5.3,baseline,1,low,,NONE,SUCCESS,200,,stop,17752,005c702812024a939a4d3916cfbcb8bcd95e910b2933d128e552a9763712b660,MALFORMED_JSON,FAIL,PM_DECISION_PARSE_FAILED,,,true,CORE_VENDOR,,z-ai-glm-5.3/low/run-001
api/openrouter,"p11-api-backend (api product, openai-chat protocol)",z-ai,z-ai/glm-5.3,z-ai/glm-5.3,z-ai/glm-5.3,repeat,1,low,,NONE,SUCCESS,200,,stop,18174,0cae8c5e2f468cca3f8456cf738cf3831159f033252c137b82b3b847ad3e2679,RAW_CANONICAL_JSON,PASS,,,,false,CORE_VENDOR,,z-ai-glm-5.3/low/run-002
api/openrouter,"p11-api-backend (api product, openai-chat protocol)",z-ai,z-ai/glm-5.3,z-ai/glm-5.3,z-ai/glm-5.3,repeat,1,low,,NONE,SUCCESS,200,,stop,17034,fc34721bf06c5e7ef274a53ce43c1dde7c6bd16e6c71a69ed6ab21c8792ecb2f,RAW_CANONICAL_JSON,PASS,,,,false,CORE_VENDOR,,z-ai-glm-5.3/low/run-003
api/openrouter,"p11-api-backend (api product, openai-chat protocol)",z-ai,z-ai/glm-5.3-flash,z-ai/glm-5.3-flash,z-ai/glm-5.3-flash,baseline,1,high,,NONE,SUCCESS,200,,stop,17157,a9a0076de43d099e17bf3ef41d90c3c7c1697426b3c6923149934e5ee3c40071,TRUNCATED,FAIL,PM_DECISION_PARSE_FAILED,,,true,CORE_VENDOR,,z-ai-glm-5.3-flash/high/run-001
api/openrouter,"p11-api-backend (api product, openai-chat protocol)",z-ai,z-ai/glm-5.3-flash,z-ai/glm-5.3-flash,z-ai/glm-5.3-flash,repeat,1,high,,NONE,SUCCESS,200,,stop,15569,d629539e29eb5c23cc7e3920f06b1c67111ca4ea6778775ba118c442ae6b4991,TRUNCATED,FAIL,PM_DECISION_PARSE_FAILED,,,true,CORE_VENDOR,,z-ai-glm-5.3-flash/high/run-002
